Formula,temperature(K),seebeck_coefficient(μV/K),electrical_conductivity(S/m),thermal_conductivity(W/mK),power_factor(W/mK2),ZT,reference
Sn0.98In0.01Te0.95Ag1.00Cl0.05,423,63.21,478652,5.1889,0.001912456,0.155903737,https://doi.org/10.1021/acsami.0c09781
Sn0.98In0.01Te0.90Ag1.00Cl0.10,423,70.22,365169,3.5778,0.001800593,0.21288245,https://doi.org/10.1021/acsami.0c09781
Sn0.98In0.01Te0.85Ag1.00Cl0.15,423,70.51,317978,3.5889,0.001580879,0.186327738,https://doi.org/10.1021/acsami.0c09781
Cu2.00Sn1.00Se3.00,423,100.85,12245,2.0455,0.00012454,0.025754402,https://doi.org/10.1021/acsami.0c04298
Cu2.00Sn0.95Fe0.05Se3.00,423,71.43,100000,2.7025,0.000510224,0.079861225,https://doi.org/10.1021/acsami.0c04298
Ge9.00Sb2.00Te12.00,423,77.28,173636,2.8586,0.001036989,0.15344791,https://doi.org/10.1021/acsami.0c02155
Ca14.00Mg1.00Bi11.00,424,61.57,22052,0.8387,8.36E-05,0.042261558,https://doi.org/10.1021/acs.inorgchem.7b01548
Eu14.00Mg1.00Bi11.00,424,34.77,54887,1.543,6.64E-05,0.018233868,https://doi.org/10.1021/acs.inorgchem.7b01548
Sr14.00Mg1.00Bi11.00,424,41.59,59592,1.266,0.000103078,0.034522159,https://doi.org/10.1021/acs.inorgchem.7b01548
Yb14.00Mg1.00Bi11.00,424,36.14,70192,1.679,9.17E-05,0.023151497,https://doi.org/10.1021/acs.inorgchem.7b01548
Zn2.00Cu3.00In3.00Te8.00,424,159,17900,2.452,0.00045253,0.0782515,https://doi.org/10.1021/acsaem.9b02004
Ti1.00Ni1.00Sn1.00,424,-114.42,69767,4.1033,0.000913385,0.1054,https://doi.org/10.1021/acsami.1c14723
Ti1.00Zr0.03Ni1.00Sn1.00,424,-180,40630,2.7814,0.001316412,0.2108,https://doi.org/10.1021/acsami.1c14723
Sn0.91Mn0.09Te1.00,424,75,235503,3.6711,0.001324704,0.152999007,https://doi.org/10.1021/acsami.1c15595
Sn0.91Mn0.09Te0.97I0.03,424,78.35,186667,3.1832,0.001145897,0.152632662,https://doi.org/10.1021/acsami.1c15595
Sn0.91Mn0.09Te0.98I0.02,424,80.93,178974,3.0229,0.00117222,0.164418659,https://doi.org/10.1021/acsami.1c15595
Sn0.91Mn0.09Te0.99I0.01,424,81.96,194872,3.458,0.001309041,0.160507086,https://doi.org/10.1021/acsami.1c15595
Sn0.95Mn0.05Te1.00,424,55.47,375148,5.3158,0.001154301,0.092069586,https://doi.org/10.1021/acsami.1c15595
Sn0.99Mn0.01Te1.00,424,36.33,521893,7.5132,0.00068883,0.038873458,https://doi.org/10.1021/acsami.1c15595
Cu11.70Gd0.30Sb4.00S13.00,424,94.35,114608,1.416,0.001020232,0.305493058,https://doi.org/10.1021/acsami.1c03493
Ge1.00Se1.00,424,737.68,15.518,2.0096,8.44E-06,0.001781673,https://doi.org/10.1021/acsami.0c10850
Cu2.00Se1.00,425,118,51060,0.856,0.000710959,0.35298804,10.1002/adma.201302660
Cu2.00Se0.92I0.08,425,197.5,9940,0.522,0.000387722,0.315674144,10.1002/adma.201302660
Cu2.00Se0.96I0.04,425,121,39380,0.79,0.000576563,0.310176072,10.1002/adma.201302660
Ag0.98Nb0.02Bi1.00Se2.00,425,-150,14713,0.68,0.000331043,0.206901563,10.1021/ja312474n
Ag1.00Bi1.00Se2.00,425,-177.3,7620,0.674,0.000239537,0.151043304,10.1021/ja312474n
Ca5.00Al1.90Zn0.10Sb6.00,425,118.2,23770,1.27,0.000332096,0.111134614,10.1039/c3ta00844d
Ca5.00Ga1.70Zn0.30Sb6.00,425,70,56499,1.6772,0.000276845,0.070152139,10.1039/c3ta00844d
Ca5.00Ga1.80Zn0.20Sb6.00,425,72.3,47700,1.64,0.000249342,0.064615998,10.1039/c3ta00844d
Ca5.00Ga1.95Zn0.05Sb6.00,425,138.3,17900,1.186,0.000342371,0.121,10.1039/c3ta00844d
Ca5.00Ga1.90Zn0.10Sb6.00,425,115,30500,1.403,0.000403363,0.1221875,10.1039/c3ta00844d
Ca5.00Ga2.00Sb6.00,425,417.34,640,1.0952,0.000111471,0.04325691,10.1039/c3ta00844d
Cu1.00Ga0.97Mn0.03Te2.00,425,198.9,23250,4.163,0.000919798,0.093902043,10.1039/c6ta11120c
Cu1.00Ga0.98Mn0.02Te2.00,425,278.8,10439,4.532,0.000811418,0.076092782,10.1039/c6ta11120c
Cu1.00Ga0.99Mn0.01Te2.00,425,356.5,5000,3.46,0.000635461,0.078055211,10.1039/c6ta11120c
Cu12.00Sb4.00S13.00,425,87.51,97672,1.5215,0.000747972,0.208930778,https://doi.org/10.1021/acsami.1c03493
Cu11.90Gd0.10Sb4.00S13.00,425,90.62,103987,1.4979,0.00085394,0.242288764,https://doi.org/10.1021/acsami.1c03493
Cu11.80Gd0.20Sb4.00S13.00,425,91.87,107701,1.4312,0.000909007,0.269932869,https://doi.org/10.1021/acsami.1c03493
Cu11.60Gd0.40Sb4.00S13.00,425,95.28,100000,1.3257,0.000907828,0.291036307,https://doi.org/10.1021/acsami.1c03493
Cu11.50Gd0.50Sb4.00S13.00,425,98.55,90336,1.4059,0.000877352,0.26522143,https://doi.org/10.1021/acsami.1c03493
Ge1.00Te1.00,425,44,460000,5.552,0.00089056,0.06817147,https://doi.org/10.1021/acsami.1c11599
Ge0.89In0.05Pb0.06Te1.00,425,170.76,52273,1.213,0.001524227,0.534044992,https://doi.org/10.1021/acsami.1c11599
Ge0.87In0.05Pb0.08Te1.00,425,207.39,43511,1.1,0.001871435,0.723054333,https://doi.org/10.1021/acsami.1c11599
Ge0.85In0.05Pb0.10Te1.00,425,242.35,27446,0.9333,0.001612,0.734062049,https://doi.org/10.1021/acsami.1c11599
Ge0.83In0.05Pb0.12Te1.00,425,254.45,16862,0.9267,0.001091727,0.500684057,https://doi.org/10.1021/acsami.1c11599
Yb1.00Si2.00,426,-43.6,671200,9.5,0.001275924,0.057215134,10.1002/pssr.201700372
Cu5.13Sn1.87S6.30Cl0.70,426,76.42,87452,1.76,0.000510721,0.123617724,https://doi.org/10.1021/acs.chemmater.1c03434
Cu2.00Se0.50S0.50,426,52.97,148286,1.616,0.000416064,0.109680227,https://doi.org/10.1021/acs.inorgchem.1c01631
Cu2.00Se0.70S0.30,426,51,140857,1.38933,0.000366369,0.112337039,https://doi.org/10.1021/acs.inorgchem.1c01631
Cu2.00Se0.90S0.10,426,57.92,66000,0.63467,0.000221412,0.148615009,https://doi.org/10.1021/acs.inorgchem.1c01631
Ba1.00Gd2.00Ni1.00O5.00,426,525,4.669387755,2.382,1.29E-06,0.000230169,https://doi.org/10.1021/acs.inorgchem.7b00049
Sn0.97Mn0.03Te1.00,426,53.13,357396,5.8026,0.001008856,0.074065556,https://doi.org/10.1021/acsami.1c15595
Ag8.00Sn0.60Ga0.40Se6.00,426,-510.98,396,0.248991634,0.000103396,0.1769,https://doi.org/10.1021/acsami.1c17548
Ag8.00Sn0.70Ga0.30Se6.00,426,-442.99,132,0.243,2.59E-05,0.069,https://doi.org/10.1021/acsami.1c17548
Ag8.00Sn1.00Se6.00,426,-440.8,495,0.262,9.62E-05,0.14,https://doi.org/10.1021/acsami.1c17548
Bi2.00Te3.00,426,-132.8,27078,0.874,0.000477543,0.232761368,https://doi.org/10.1021/acsami.1c00355
Bi1.94Nb0.06Te3.00,426,-107.14,72353,0.8611,0.000830539,0.41088079,https://doi.org/10.1021/acsami.1c00355
Bi1.92Nb0.08Te3.00,426,-112.53,112792,0.8144,0.001428285,0.747113819,https://doi.org/10.1021/acsami.1c00355
Bi1.90Nb0.10Te3.00,426,-112.53,64706,0.7774,0.000819372,0.44899991,https://doi.org/10.1021/acsami.1c00355
Mg2.00Cu3.00In3.00Te8.00,427,338.3,1793,2.31,0.000205203,0.037931514,https://doi.org/10.1021/acsaem.9b02004
Cd2.00Cu3.00In3.00Te8.00,427,171,15000,1.476,0.000438615,0.126889299,https://doi.org/10.1021/acsaem.9b02004
Sn1.00Te21.00Cu1.00Sb1.00,427,58.24,226651,3.205,0.000768777,0.102423642,https://doi.org/10.1021/acsami.1c15614
Sn1.00Te21.00Cu1.00Sb1.00,427,55.7,250100,3.615,0.000775933,0.091652361,https://doi.org/10.1021/acsami.1c15614
Sn1.00Te21.00Cu1.00Sb1.00,427,44.2,297300,4.236,0.000580817,0.058547907,https://doi.org/10.1021/acsami.1c15614
Sn1.00Te21.00Cu1.00Sb1.00,427,35.16,375837,6.2346,0.000464619,0.031821199,https://doi.org/10.1021/acsami.1c15614
Rb2.00Bi8.00Se12.91,428,-166,10795,0.7137,0.000297467,0.178388517,https://doi.org/10.1021/acs.chemmater.0c00703
Rb2.00Bi8.00Se12.94,428,-194.4,8030,0.664,0.000303465,0.195606713,https://doi.org/10.1021/acs.chemmater.0c00703
Rb2.00Bi8.00Se12.96,428,-218.5,8480,0.587,0.000404854,0.295191877,https://doi.org/10.1021/acs.chemmater.0c00703
Rb2.00Bi8.00Se12.97Cl0.03,428,-106.7,21770,0.769,0.000247849,0.137944598,https://doi.org/10.1021/acs.chemmater.0c00703
Rb2.00Bi8.00Se12.98,428,-257.2,5455,0.619,0.000360858,0.249511061,https://doi.org/10.1021/acs.chemmater.0c00703
Rb2.00Bi8.00Se12.98Cl0.02,428,-131.82,14485,0.7046,0.000251699,0.152891114,https://doi.org/10.1021/acs.chemmater.0c00703
Rb2.00Bi8.00Se12.99Cl0.01,428,-178.62,8603,0.59,0.00027448,0.199114024,https://doi.org/10.1021/acs.chemmater.0c00703
Rb2.00Bi8.00Se12.99,428,-263.6,5455,0.608,0.00037904,0.266824532,https://doi.org/10.1021/acs.chemmater.0c00703
Rb2.00Bi8.00Se12.99Cl0.01,428,-237.48,6029,0.5289,0.000340016,0.275150031,https://doi.org/10.1021/acs.chemmater.0c00703
Rb2.00Bi8.00Se13.00,428,-287.3,1180,0.455,9.74E-05,0.091619018,https://doi.org/10.1021/acs.chemmater.0c00703
Ca1.14Yb3.86Al1.68In0.32Sb6.00,428,174.59,7006,0.942,0.000213555,0.0962,https://doi.org/10.1021/acs.inorgchem.0c01944
In0.01Pb0.99Te0.99I0.01,428,-160.2,72200,1.8,0.001852,0.440588832,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te1.00I0.00,428,-200,42700,1.756,0.001708,0.416300683,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te1.00I0.00,428,-231.5,28100,1.53,0.001505942,0.421270113,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te1.00I0.00,428,-260.7,18890,1.6,0.001283849,0.343429665,https://doi.org/10.1063/1.3694742
In0.01Pb0.98Te0.99I0.01,428,-212.5,27700,1.592,0.001250828,0.336277913,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te0.99I0.01,428,-186.51,49000,1.657,0.001704513,0.440272525,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te1.00I0.00,428,-210.55,35200,1.5766,0.001568,0.423618972,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te1.00I0.00,428,-238.7,23350,1.61,0.001336,0.353679278,https://doi.org/10.1063/1.3694742
Pb1.00Te1.00,428,-269.84,24079,1.58,0.001753279,0.482,https://doi.org/10.1021/acsami.1c14518
Cu3.00Sn1.00S40.85Ga2.00Te30.15,429,102.02,50000,1.632,0.000520404,0.13679738,https://doi.org/10.1021/acs.inorgchem.1c01028
Cu3.00Sn1.00S40.88Ga2.00Te30.12,429,96,80475,2.1923,0.000741658,0.145131191,https://doi.org/10.1021/acs.inorgchem.1c01028
Nb0.75Ta0.25Co1.00Sn0.90Sb0.10,430,-120,116028,4.49,0.001670803,0.160010106,https://doi.org/10.1021/acsaem.1c02293
Nb0.85Ta0.15Co1.00Sn0.90Sb0.10,430,-114.42,121135,4.804,0.001585892,0.141951174,https://doi.org/10.1021/acsaem.1c02293
Nb0.80Ta0.20Co1.00Sn0.90Sb0.10,430,-116.15,118156,4.7268,0.001594022,0.14500916,https://doi.org/10.1021/acsaem.1c02293
Nb0.95Ta0.05Co1.00Sn0.90Sb0.10,430,-102.885,135035,5.245,0.001429389,0.117185381,https://doi.org/10.1021/acsaem.1c02293
Nb0.90Ta0.10Co1.00Sn0.90Sb0.10,430,-111.1,129362,5.015,0.001596742,0.136909113,https://doi.org/10.1021/acsaem.1c02293
Nb1.00Co1.00Sn0.90Sb0.10,430,-99.62,140000,6.177,0.00138938,0.096719037,https://doi.org/10.1021/acsaem.1c02293
Sn1.00Te21.00Cu1.00Sb1.00,430,51.37,259589,3.788,0.000685023,0.07776137,https://doi.org/10.1021/acsami.1c15614
Sn1.00Te21.00Cu1.00Sb1.00,430,40.66,326803,5.0311,0.000540282,0.046177061,https://doi.org/10.1021/acsami.1c15614
Ge1.00Se0.95Te0.05,430,595.35,55.012,1.4223,1.95E-05,0.00589494,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.90Te0.10,430,104.96,2584,1.534,2.85E-05,0.007979639,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.85Te0.15,430,22.15,73881,1.8932,3.62E-05,0.008232888,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.80Te0.20,430,21.54,91045,1.8786,4.22E-05,0.009669002,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.75Te0.25,430,20.53,83955,1.6262,3.54E-05,0.009356619,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.70Te0.30,430,20,85075,1.6117,3.40E-05,0.009079171,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.65Te0.35,430,18,110075,1.8641,3.57E-05,0.008226838,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.60Te0.40,430,70.8,168519,2.6359,0.000844725,0.137801808,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.55Te0.45,430,70.77,181852,2.4663,0.000910786,0.158795805,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.50Te0.50,430,66.04,196667,2.6456,0.00085772,0.139408706,https://doi.org/10.1021/acsami.0c10850
Ca1.00Ti1.00O3.00,432,-259,3600,4.03,0.000241492,0.025886941,https://doi.org/10.1016/j.cej.2021.131121 
La0.15Ca0.85Ti1.00O3.00,432,-86,115100,3.85,0.00085128,0.105,https://doi.org/10.1016/j.cej.2021.131121 
La0.25Ca0.75Ti1.00O3.00,432,-66,151000,3.66,0.000657756,0.077636774,https://doi.org/10.1016/j.cej.2021.131121 
La0.20Ca0.80Ti1.00O3.00,432,-72,192473,3.776,0.00099778,0.1141528,https://doi.org/10.1016/j.cej.2021.131121 
Ag0.15Sb0.15Sn0.70S0.15Se0.15Te0.70,432,113.1,64206,1.189,0.000821298,0.298402678,https://doi.org/10.1021/acsaem.1c02448
Sn1.00Te21.00Cu1.00Sb1.00,432,51.92,259589,3.7888,0.000699771,0.079788026,https://doi.org/10.1021/acsami.1c15614
Sn1.00Te21.00Cu1.00Sb1.00,432,61.2,210400,3.16,0.000788041,0.107732129,https://doi.org/10.1021/acsami.1c15614
Ag0.05Sb0.05Sn0.90S0.05Se0.05Te0.90,434,68.32,201869,3.176,0.000942248,0.128758107,https://doi.org/10.1021/acsaem.1c02448
Ag0.10Sb0.10Sn0.80S0.10Se0.10Te0.80,434,98.02,112150,1.7027,0.001077528,0.27465042,https://doi.org/10.1021/acsaem.1c02448
Ag1.00Sb1.00Te2.00,439,137.02,33533,1.0393,0.000629565,0.265927915,https://doi.org/10.1021/acs.inorgchem.9b00852
Ag1.00Sb0.93Mn0.07Te2.00,442,103.83,91351,1.184,0.000984825,0.367645776,https://doi.org/10.1021/acs.inorgchem.9b00852
Cu1.00Ag1.00Te0.50Se0.50,443,203.8,4807,0.3246,0.000199656,0.272481921,https://doi.org/10.1021/acsami.1c20333
Cu1.00Ag1.00Te0.60Se0.40,443,232.07,6386,0.3596,0.000343928,0.423692681,https://doi.org/10.1021/acsami.1c20333
Cu1.00Ag1.00Te0.70Se0.30,443,246.2,6675,0.3096,0.000404601,0.578935447,https://doi.org/10.1021/acsami.1c20333
Tl9.00Bi0.95Te6.00,443,182.2,24460,0.52,0.000811995,0.691757029,https://doi.org/10.1021/cm402593f
Tl9.00Bi0.96Te6.00,443,190,23500,0.52,0.00084835,0.722728942,https://doi.org/10.1021/cm402593f
Tl9.00Bi0.97Te6.00,443,195,22000,0.474,0.00083655,0.781838924,https://doi.org/10.1021/cm402593f
Tl9.00Bi0.98Te6.00,443,217.4,17545,0.42,0.000829225,0.874635071,https://doi.org/10.1021/cm402593f
Tl9.00Bi0.99Te6.00,443,237.2,14000,0.4085,0.000787694,0.854218692,https://doi.org/10.1021/cm402593f
Tl9.00Bi1.00Te6.00,443,260,10200,3.8,0.00068952,0.080383516,https://doi.org/10.1021/cm402593f
Ag1.00Sb0.95Mn0.05Te2.00,444,108.42,66133,1.082,0.000777387,0.31900151,https://doi.org/10.1021/acs.inorgchem.9b00852
Ag1.00Sb0.99Mn0.01Te2.00,444,123.86,40933,0.952,0.000627965,0.292874627,https://doi.org/10.1021/acs.inorgchem.9b00852
Tl8.95Bi1.05Te6.00,444,-103,570,0.34,6.05E-06,0.00789684,https://doi.org/10.1021/cm402593f
Tl9.00Sb0.98Te6.00,444,159,32455,0.586,0.000820495,0.6295,https://doi.org/10.1021/cm402593f
Mg2.00Sn0.99Sb0.01,444,-170.09,138596,4.0755,0.004009667,0.436827862,https://doi.org/10.1021/acsami.0c17462
Mg2.00Sn0.99Sb0.01,444,-133,289400,4.7799,0.005119197,0.475516913,https://doi.org/10.1021/acsami.0c17462
Mg2.00Sn0.98Sb0.02,444,-99.22,346429,5.7296,0.003410458,0.264284293,https://doi.org/10.1021/acsami.0c17462
Tl8.97Sb1.03Te6.00,445,181,25138,0.515,0.000823546,0.711607724,https://doi.org/10.1021/cm402593f
Tl8.98Sb1.02Te6.00,445,166.5,27730,0.5,0.000768738,0.684176813,https://doi.org/10.1021/cm402593f
Tl8.99Sb1.01Te6.00,445,165.7,31743,0.57,0.000871551,0.680421677,https://doi.org/10.1021/cm402593f
Bi0.84Pb0.08Yb0.08Cu1.00Se1.00O1.00,446,107.89,22326,0.6554,0.00025988,0.176848642,https://doi.org/10.1021/acsami.1c19266
Bi0.88Pb0.06Yb0.06Cu1.00Se1.00O1.00,446,132.57,30968,0.5732,0.000544257,0.423479457,https://doi.org/10.1021/acsami.1c19266
Bi0.80Pb0.10Yb0.10Cu1.00Se1.00O1.00,446,102.96,24000,0.6973,0.000254418,0.162728456,https://doi.org/10.1021/acsami.1c19266
Bi0.96Pb0.02Yb0.02Cu1.00Se1.00O1.00,446,157,21600,0.7438,0.000532418,0.319250614,https://doi.org/10.1021/acsami.1c19266
Bi1.00Cu1.00Se1.00O1.00,446,140.13,5598,0.5446,0.000109925,0.090022767,https://doi.org/10.1021/acsami.1c19266
Tl9.00Sb0.97Te6.00,447,155,32000,0.612,0.0007688,0.56152549,https://doi.org/10.1021/cm402593f
Ag3.40Mo9.00Se11.00,447,87,48800,1.225,0.000369367,0.134781337,https://doi.org/10.1063/1.3579261
Ag3.50Mo9.00Se11.00,447,89.6,48100,1.18,0.000386154,0.146280559,https://doi.org/10.1063/1.3579261
Ag3.70Mo9.00Se11.00,447,93.6,47100,1.162,0.000412641,0.158735476,https://doi.org/10.1063/1.3579261
Ag3.80Mo9.00Se11.00,447,118,30300,0.84,0.000421897,0.2226,https://doi.org/10.1063/1.3579261
Ag3.90Mo9.00Se11.00,447,124.6,25285,0.77,0.000392554,0.227885053,https://doi.org/10.1063/1.3579261
Cu2.82Ag0.18Sb1.00Se4.00,448,408,5851,1,0.000973981,0.43,10.1039/c9ta05115e
Cu2.88Ag0.12Sb1.00Se4.00,448,410,6667,1.19,0.001120723,0.421919134,10.1039/c9ta05115e
Cu2.94Ag0.06Sb1.00Se4.00,448,435,4384,1.31,0.000829562,0.283697676,10.1039/c9ta05115e
Cu3.00Sb1.00Se4.00,448,427,2803,1.5,0.000511068,0.152639032,10.1039/c9ta05115e
Zn0.95In0.05Sb3.00,448,177.3,23100,0.81,0.000726155,0.401626579,https://doi.org/10.1016/j.intermet.2004.02.030
Cu2.02Cd0.97Sn1.00Se4.00,450,183.4,6552,1.555,0.00022038,0.063775617,10.1002/adma.200900409
Cu2.05Cd0.95Sn1.00Se4.00,450,147.4,16236,1.394,0.000352756,0.113873783,10.1002/adma.200900409
Cu2.10Cd0.90Sn1.00Se4.00,450,138.6,23908,1.224,0.000459272,0.168849898,10.1002/adma.200900409
Cu2.00Cd1.00Sn1.00Se4.00,450,244.8,3328,1.74,0.000199437,0.051578583,10.1002/adma.200900409
Cu2.00Se1.00,450,126,47255,0.856,0.00075022,0.394391555,10.1002/adma.201302660
Cu2.00Se0.92I0.08,450,209,9353,0.518,0.000408548,0.354916558,10.1002/adma.201302660
Cu2.00Se0.96I0.04,450,129,36963,0.79,0.000615101,0.350374149,10.1002/adma.201302660
Sr0.11Ba0.18Co4.00Sb12.09,450,-123,309722,4.16,0.004685784,0.506875688,10.1007/s00339-010-5711-3
Sr0.16Yb0.03Co4.00Sb11.82,450,-145,225455,3.63,0.004740191,0.58762703,10.1007/s00339-010-5711-3
Sr0.21Co4.00Sb12.25,450,-156,178636,4.11,0.004347286,0.475980186,10.1007/s00339-010-5711-3
Sr0.21Yb0.03Co4.00Sb12.12,450,-136,260000,3.85,0.00480896,0.562086234,10.1007/s00339-010-5711-3
Eu1.00Zn0.50Cd0.52Sb2.00,450,217,24566,1.2,0.001156788,0.43379564,10.1039/B916346H
Eu1.00Zn0.70Cd0.32Sb2.00,450,187.6,44270,1.409,0.001558028,0.497595805,10.1039/B916346H
Eu1.00Zn0.90Cd0.12Sb2.00,450,161.5,81400,1.75,0.002123095,0.545938753,10.1039/B916346H
Eu1.00Cd2.00Sb2.00,450,286.4,8285,0.96,0.000679577,0.318551622,10.1039/B916346H
Eu1.00Zn2.00Sb2.00,450,151.5,85000,1.8,0.001950941,0.487735313,10.1039/B916346H
Pb1.00Te1.00Ag2.00,450,-117.3,50213,0.502,0.000690895,0.619328392,10.1039/c1jm13888j
Pb1.00Te1.00Ag2.00,450,-120.3,42089,0.53,0.000609116,0.517173789,10.1039/c1jm13888j
Pb1.00Te1.00Ag2.00,450,-140.6,37230,0.555,0.000735976,0.6019,10.1039/c1jm13888j
Ag1.00Bi0.97Pb0.03Se2.12,450,371.43,4864,0.617,0.000671039,0.489412292,https://doi.org/10.1021/acs.chemmater.0c00481
Ag1.00Bi0.98Pb0.02Se2.12,450,400.6,4150,0.621,0.000665993,0.482603981,https://doi.org/10.1021/acs.chemmater.0c00481
Ag1.00Bi0.99Pb0.01Se2.12,450,482.3,1095,0.55,0.000254712,0.208400361,https://doi.org/10.1021/acs.chemmater.0c00481
Ag1.00Bi1.00Se2.12,450,573,230.25,0.653,7.56E-05,0.05209646,https://doi.org/10.1021/acs.chemmater.0c00481
Gd2.75Se4.00,450,-122.1,7610,0.8377,0.000113453,0.060945267,https://doi.org/10.1021/acs.chemmater.0c03581
Gd2.79Se4.00,450,-86.2,19360,1.283,0.000143853,0.050455178,https://doi.org/10.1021/acs.chemmater.0c03581
Gd2.84Se4.00,450,-77.9,31600,1.287,0.000191762,0.067049565,https://doi.org/10.1021/acs.chemmater.0c03581
Gd2.00Se2.92,450,-99.46,30316,1.6038,0.000299895,0.084145542,https://doi.org/10.1021/acs.chemmater.0c03581
Gd2.00Se2.94,450,-109.4,30650,1.774,0.00036683,0.093051638,https://doi.org/10.1021/acs.chemmater.0c03581
Gd2.00Se2.98,450,-147.46,34430,1.71,0.000748661,0.197016176,https://doi.org/10.1021/acs.chemmater.0c03581
Cu1.55S1.00,450,19.12,488571,4.757,0.000178609,0.016895958,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.50S1.00,450,18.3,513462,5.12,0.000171953,0.015113082,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.60S1.00,450,24,385577,4.3185,0.000222092,0.023142656,https://doi.org/10.1021/acs.chemmater.1c01856
Cu2.00Se1.00,450,98.4,84343,1.22,0.000816656,0.301225632,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.88S0.12,450,150.66,31629,0.694,0.000717929,0.465515805,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.92S0.08,450,138.49,46648,0.794,0.000894684,0.50706294,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.94S0.06,450,131.9,52188,0.86,0.000907946,0.47508827,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.96S0.04,450,121.05,57192,0.942,0.00083804,0.400337693,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.98S0.02,450,120.39,62782,0.964,0.000909947,0.424767671,https://doi.org/10.1021/acs.chemmater.7b01687
Co1.00As1.00Sb1.00,450,-132.3,28361,2.8885,0.000496411,0.07733594,https://doi.org/10.1021/acs.chemmater.7b05170
Yb1.00Cd1.10Zn0.90Sb2.00,450,102.4,108700,1.52,0.001139802,0.31,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.20Zn0.80Sb2.00,450,110.2,99700,1.463,0.001210761,0.378,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.30Zn0.70Sb2.00,450,136.29,79253,1.3965,0.001472122,0.474367872,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.40Zn0.60Sb2.00,450,157.1,63012,1.46,0.001555162,0.498,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.50Zn0.50Sb2.00,450,149,73113,1.42,0.001623182,0.57,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.60Zn0.40Sb2.00,450,155.05,67582,1.4772,0.001624705,0.54,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.70Zn0.30Sb2.00,450,160,60200,1.54,0.00154112,0.462,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.80Zn0.20Sb3.00,450,165.1,54813,1.575,0.001494093,0.426883801,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.90Zn0.10Sb2.00,450,166.6,51250,1.6452,0.001422472,0.389078898,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd2.00Sb2.00,450,125.5,89080,1.448,0.001403032,0.436025222,https://doi.org/10.1021/acs.chemmater.8b02155
Bi0.23Sb0.77Te3.00,450,220.32,32706,1.0523,0.001587579,0.678903772,https://doi.org/10.1021/acsaem.1c01830
Er0.01Bi0.23Sb0.77Te3.00,450,222.11,33471,1.0726,0.00165122,0.692754943,https://doi.org/10.1021/acsaem.1c01830
Er0.02Bi0.23Sb0.77Te3.00,450,222.11,35000,0.9486,0.00172665,0.819093844,https://doi.org/10.1021/acsaem.1c01830
Er0.03Bi0.23Sb0.77Te3.00,450,221.42,35526,0.985,0.001741727,0.795712696,https://doi.org/10.1021/acsaem.1c01830
Bi0.92Pb0.04Yb0.04Cu1.00Se1.00O1.00,450,161.84,13617,0.6446,0.000356659,0.248986264,https://doi.org/10.1021/acsami.1c19266
Mg1.00Ag1.00Sb1.00,450,206.36,36909,0.9705,0.001571749,0.728786453,https://doi.org/10.1021/cm5041826
Mg1.00Ag1.00Sb0.98In0.01,450,186.18,67207,1.2754,0.002329596,0.82195239,https://doi.org/10.1021/cm5041826
Mg1.00Ag1.00Sb0.98In0.02,450,175.09,64144,1.33607,0.002075,0.69589,https://doi.org/10.1021/cm5041826
Mg1.00Ag1.00Sb0.99In0.01,450,204.9,41050,1.0164,0.001723444,0.8,https://doi.org/10.1021/cm5041826
Mg1.00Ag1.00Sb0.99In0.01,450,200.72,51636,1.013,0.002080338,0.933,https://doi.org/10.1021/cm5041826
